sentence,relation,head,head_offset,tail,tail_offset
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,胡萝卜素,62
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,维生素C,67
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,橘子,33,维生素C,89
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,葡萄干,41,明目,80
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,具有功效,葡萄干,41,强筋骨,83
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,维生素C,24
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,铁,37
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,蛋白质,54
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,钙,58
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,铁,60
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,胡萝卜素,62
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,维生素C,67
黄瓜沙拉色泽鲜艳，爽口不腻，味美适口，黄瓜与富含维生素C的西红柿、橘子、含铁丰富的葡萄干合用制成菜，有丰富的蛋白质、钙、铁、胡萝卜素、维生素C等多种营养素，具有明目、强筋骨、防止维生素C缺乏的作用，可促进人体的生长发育。,含有营养素,葡萄干,41,维生素C,89
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,具有功效,树莓,0,促进新陈代谢,36
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,具有功效,树莓,0,增强抵抗力,43
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,含有营养素,树莓,0,糖,4
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,含有营养素,树莓,0,苹果酸,6
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,含有营养素,树莓,0,柠檬酸,10
树莓富含糖、苹果酸、柠檬酸及维生素C等，所含的营养成分容易为人体吸收，有促进新陈代谢、增强抵抗力的作用。,含有营养素,树莓,0,维生素C,14
花生牛奶的搭配是不错的植物蛋白饮品。,忌搭配,花生,0,牛奶,2
花生牛奶的搭配是不错的植物蛋白饮品。,具有功效,花生,0,植物蛋白,11
花生牛奶的搭配是不错的植物蛋白饮品。,具有功效,牛奶,2,植物蛋白,11
花生中含有很高的卵磷脂，其在人体的新陈代谢中起着运载氧的重要作用，这就进一步增强了花生牛奶的营养功效。,含有营养素,花生,0,卵磷脂,8
金针菜有健胃、补血的功效。,具有功效,金针菜,0,健胃,4
金针菜有健胃、补血的功效。,具有功效,金针菜,0,补血,7
吃金针菜还能滋润皮肤，增强皮肤的韧性和弹力。,具有功效,金针菜,1,滋润皮肤,6
吃金针菜还能滋润皮肤，增强皮肤的韧性和弹力。,具有功效,金针菜,1,增强皮肤的韧性和弹力,11
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,具有功效,虫草花,0,增强体内巨噬细胞,58
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,具有功效,虫草花,0,增强和调节人体免疫功能,71
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,具有功效,虫草花,0,提高人体抗病能力,83
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,蛋白质,8
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,氨基酸,12
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,虫草素,17
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,甘露醇,21
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,S,25
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,D,25
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,多糖,29
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,虫草酸,38
虫草花含有丰富的蛋白质、氨基酸以及虫草素、甘露醇、SOD、多糖类等成分，其中虫草酸和虫草素能够综合调理人机体内环境，增强体内巨噬细胞的功能，对增强和调节人体免疫功能、提高人体抗病能力有一定的作用。,含有营养素,虫草花,0,虫草素,42
鸡肉的消化率高，很容易被人体吸收利用，有增强体力、强壮身体的作用。,具有功效,鸡肉,0,增强体力,20
鸡肉的消化率高，很容易被人体吸收利用，有增强体力、强壮身体的作用。,具有功效,鸡肉,0,强壮身体,25
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,蛋白质,5
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,脂肪,9
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,碳水化合物,12
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,维生素,20
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,钙,24
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,钾,26
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,镁,28
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,锌,30
面包片含有蛋白质、脂肪、碳水化合物、少量维生素及钙、钾、镁、锌等矿物质，食用方便，在日常生活中颇受人们喜爱。,含有营养素,面包,0,矿物质,32
莲藕的维生素C和蛋白质一起发挥效用，能结合各种细胞，促进骨胶原的生成，起到强健胃粘膜的作用。,具有功效,莲藕,0,促进骨胶原的生成,26
莲藕的维生素C和蛋白质一起发挥效用，能结合各种细胞，促进骨胶原的生成，起到强健胃粘膜的作用。,具有功效,莲藕,0,强健胃粘膜,37
莲藕的维生素C和蛋白质一起发挥效用，能结合各种细胞，促进骨胶原的生成，起到强健胃粘膜的作用。,含有营养素,莲藕,0,维生素C,3
莲藕的维生素C和蛋白质一起发挥效用，能结合各种细胞，促进骨胶原的生成，起到强健胃粘膜的作用。,含有营养素,莲藕,0,蛋白质,8
藕含丰富的维他命C及矿物质，具有药效，有益于心脏，有促进新陈代谢、防止皮肤粗糙的效果。,具有功效,藕,0,促进新陈代谢,26
藕含丰富的维他命C及矿物质，具有药效，有益于心脏，有促进新陈代谢、防止皮肤粗糙的效果。,具有功效,藕,0,防止皮肤粗糙,33
藕含丰富的维他命C及矿物质，具有药效，有益于心脏，有促进新陈代谢、防止皮肤粗糙的效果。,含有营养素,藕,0,维他命C,5
藕含丰富的维他命C及矿物质，具有药效，有益于心脏，有促进新陈代谢、防止皮肤粗糙的效果。,含有营养素,藕,0,矿物质,10
丝瓜有利尿通便、止咳化痰的功效，搭配红椒、生菜、卷心菜一起食用，可以增强体力，并促进新陈代谢。,忌搭配,丝瓜,0,红椒,18
